Title,Year,Rating,Description,Poster URL,Page URL
A Few Good Men,N/A,N/A,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",https://a.ltrbxd.com/resized/sm/upload/gn/r5/sf/38/a-few-good-men-1200-1200-675-675-crop-000000.jpg?v=b67f0aaa41,https://letterboxd.com/film/a-few-good-men/
Ghostbusters,N/A,N/A,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",https://a.ltrbxd.com/resized/sm/upload/43/54/xj/n0/ghostbusters-2016-1200-1200-675-675-crop-000000.jpg?v=272abaf254,https://letterboxd.com/film/ghostbusters-2016/
The Invitation,N/A,N/A,"Will and his new girlfriend Kira are invited to a dinner with old friends at the house of Will’s ex Eden and her new partner David. Although the evening appears to be relaxed, Will soon gets a creeping suspicion that their charming host David is up to something.",https://a.ltrbxd.com/resized/sm/upload/7i/v5/o3/n7/the-invitation-1200-1200-675-675-crop-000000.jpg?v=eb04203e9b,https://letterboxd.com/film/the-invitation-2015/
Death Becomes Her,N/A,N/A,"Madeline is married to Ernest, who was once arch-rival Helen’s fiance. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot.",https://a.ltrbxd.com/resized/sm/upload/6g/15/71/7y/death-becomes-her-1200-1200-675-675-crop-000000.jpg?v=088721bdbe,https://letterboxd.com/film/death-becomes-her/
The Last Black Man in San Francisco,N/A,N/A,"Jimmie Fails dreams of reclaiming the Victorian home his grandfather built in the heart of San Francisco. Joined on his quest by his best friend Mont, Jimmie searches for belonging in a rapidly changing city that seems to have left them behind.",https://a.ltrbxd.com/resized/sm/upload/yq/18/36/sh/last-black-man-san-francisco-1200-1200-675-675-crop-000000.jpg?v=8a464c07f4,https://letterboxd.com/film/the-last-black-man-in-san-francisco/
The Hangover Part III,N/A,N/A,"This time, there’s no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",https://a.ltrbxd.com/resized/sm/upload/9j/a2/8p/po/hangover-part-iii-1200-1200-675-675-crop-000000.jpg?v=7f11c0bf9d,https://letterboxd.com/film/the-hangover-part-iii/
Dumb Money,N/A,N/A,"Vlogger Keith Gill sinks his life savings into GameStop stock and posts about it. When social media starts blowing up, so do his life and the lives of everyone following him. As a stock tip becomes a movement, everyone gets rich—until the billionaires fight back, and both sides find their worlds turned upside down.",https://a.ltrbxd.com/resized/sm/upload/nv/92/w2/aj/dumb%20money-1200-1200-675-675-crop-000000.jpg?v=527b0db90a,https://letterboxd.com/film/dumb-money/
How to Have Sex,N/A,N/A,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",https://a.ltrbxd.com/resized/sm/upload/of/sw/9v/nx/how-to-have-sex-1200-1200-675-675-crop-000000.jpg?v=b8d05a6210,https://letterboxd.com/film/how-to-have-sex/
The Beekeeper,N/A,N/A,One man’s campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,https://a.ltrbxd.com/resized/sm/upload/go/8o/i2/6r/beekeerp-1200-1200-675-675-crop-000000.jpg?v=1ba59a06a5,https://letterboxd.com/film/the-beekeeper-2024/
Le Samouraï,N/A,N/A,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",https://a.ltrbxd.com/resized/sm/upload/23/j9/4i/nv/le%20samourai-1200-1200-675-675-crop-000000.jpg?v=4baccd7830,https://letterboxd.com/film/le-samourai/
Despicable Me 3,N/A,N/A,Gru and his wife Lucy must stop former ’80s child star Balthazar Bratt from achieving world domination.,https://a.ltrbxd.com/resized/sm/upload/er/7d/km/q0/despicable-me-3-1200-1200-675-675-crop-000000.jpg?v=6339b2e140,https://letterboxd.com/film/despicable-me-3/
Freaky,N/A,N/A,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",https://a.ltrbxd.com/resized/sm/upload/jz/z6/6y/f0/freaky-2020-1200-1200-675-675-crop-000000.jpg?v=66cdfb576f,https://letterboxd.com/film/freaky/
Gerald's Game,N/A,N/A,"When her husband’s sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",https://a.ltrbxd.com/resized/sm/upload/hc/pk/6m/9s/geralds-game-1200-1200-675-675-crop-000000.jpg?v=e8a77f0f42,https://letterboxd.com/film/geralds-game/
Moonstruck,N/A,N/A,"37-year-old Italian-American widow Loretta Castorini believes she is unlucky in love, and so accepts a marriage proposal from her boyfriend Johnny, even though she doesn’t love him. When she meets his estranged younger brother Ronny, an emotional and passionate man, she finds herself drawn to him. She tries to resist, but Ronny, who blames his brother for the loss of his hand, has no scruples about aggressively pursuing her while Johnny is out of the country. As Loretta falls for Ronny, she learns that she’s not the only one in her family with a secret romance. ×",https://a.ltrbxd.com/resized/sm/upload/bw/ha/jz/nx/moonstruck-1200-1200-675-675-crop-000000.jpg?v=d3cfae203c,https://letterboxd.com/film/moonstruck/
A Cinderella Story,N/A,N/A,"Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can find out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam’s life goes wacko! ×",https://a.ltrbxd.com/resized/sm/upload/z8/b0/et/pr/cinderellastory-1200-1200-675-675-crop-000000.jpg?v=7d9871b1b5,https://letterboxd.com/film/a-cinderella-story/
Yes Man,N/A,N/A,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,https://a.ltrbxd.com/resized/sm/upload/7w/5r/ju/sn/yes-man-1200-1200-675-675-crop-000000.jpg?v=346712adfe,https://letterboxd.com/film/yes-man/
Amores Perros,N/A,N/A,"A fatalistic car crash in Mexico City sets off a chain of events in the lives of three persons: a young man aching to run off with his sister-in-law, a supermodel, and a homeless man. Their lives are catapulted into unforeseen circumstances instigated by the seemingly inconsequential destiny of a dog.",https://a.ltrbxd.com/resized/sm/upload/c8/73/s2/zd/amores-1200-1200-675-675-crop-000000.jpg?v=414fdc6946,https://letterboxd.com/film/amores-perros/
Spy Kids,N/A,N/A,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez’ return from retirement. What they didn’t count on was Carmen and Juni joining the “family business.”",https://a.ltrbxd.com/resized/sm/upload/dt/q6/fl/v2/spy-kids-1200-1200-675-675-crop-000000.jpg?v=1b22b63119,https://letterboxd.com/film/spy-kids/
Flushed Away,N/A,N/A,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",https://a.ltrbxd.com/resized/sm/upload/hi/36/6p/bi/flushed-away-1200-1200-675-675-crop-000000.jpg?v=60ebd017d1,https://letterboxd.com/film/flushed-away/
Jackie,N/A,N/A,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy’s assassination in 1963.",https://a.ltrbxd.com/resized/sm/upload/0v/6k/fl/yk/fafkhT5N9bphry9TIBqTONSmcGI-1200-1200-675-675-crop-000000.jpg?v=e627678269,https://letterboxd.com/film/jackie-2016/
A Woman Under the Influence,N/A,N/A,"Mabel Longhetti, desperate and lonely, is married to a Los Angeles municipal construction worker, Nick. Increasingly unstable, especially in the company of others, she craves happiness, but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own, he awaits her return, which holds more than a few surprises.",https://a.ltrbxd.com/resized/sm/upload/bv/in/kq/ho/womanunder-1200-1200-675-675-crop-000000.jpg?v=4be20f3ff0,https://letterboxd.com/film/a-woman-under-the-influence/
The Secret Life of Pets,N/A,N/A,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",https://a.ltrbxd.com/resized/sm/upload/sh/pe/0z/gk/the-secret-life-of-pets-1200-1200-675-675-crop-000000.jpg?v=f17a423512,https://letterboxd.com/film/the-secret-life-of-pets/
Mother,N/A,N/A,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it’s his mother’s mission to prove him innocent.",https://a.ltrbxd.com/resized/sm/upload/90/yc/pf/yi/mother-2009-1200-1200-675-675-crop-000000.jpg?v=eda23eedd0,https://letterboxd.com/film/mother-2009/
Batman Forever,N/A,N/A,Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,https://a.ltrbxd.com/resized/sm/upload/6u/zy/2g/w3/batman-forever-1200-1200-675-675-crop-000000.jpg?v=4a5bd9181d,https://letterboxd.com/film/batman-forever/
Transformers: Revenge of the Fallen,N/A,N/A,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers’ war.",https://a.ltrbxd.com/resized/sm/upload/h4/xf/a6/7g/transformers-revenge-fallen-10-1200-1200-675-675-crop-000000.jpg?v=446cc04d34,https://letterboxd.com/film/transformers-revenge-of-the-fallen/
Frankenweenie,N/A,N/A,"When a car hits young Victor’s pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked “monster” wreaks havoc and terror in the hearts of Victor’s neighbors, he has to convince them that Sparky’s still the good, loyal friend he was.",https://a.ltrbxd.com/resized/sm/upload/vp/nw/nh/yl/frankenweenie-2012-1200-1200-675-675-crop-000000.jpg?v=2bc039a836,https://letterboxd.com/film/frankenweenie-2012/
I Know What You Did Last Summer,N/A,N/A,"After an accident on a winding road, four teens make the fatal mistake of dumping their victim’s body into the sea. Exactly one year later, the deadly secret resurfaces as they’re stalked by a hook-handed figure.",https://a.ltrbxd.com/resized/sm/upload/oz/59/mq/9i/zKlaLeKVhYJsAHtHY1s7c42G4AJ-1200-1200-675-675-crop-000000.jpg?v=85ec50ed56,https://letterboxd.com/film/i-know-what-you-did-last-summer/
Ice Age: Dawn of the Dinosaurs,N/A,N/A,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",https://a.ltrbxd.com/resized/sm/upload/nz/m6/7z/z1/ice-age-dawn-dinosaurs-30-1200-1200-675-675-crop-000000.jpg?v=424dbd7ccd,https://letterboxd.com/film/ice-age-dawn-of-the-dinosaurs/
Thief,N/A,N/A,"Frank is an expert professional safecracker, specialized in high-profile diamond heists. He plans to use his ill-gotten income to retire from crime and build a nice life for himself complete with a home, wife and kids. To accelerate the process, he signs on with a top gangster for a big score.",https://a.ltrbxd.com/resized/sm/upload/qv/9r/88/dm/thief-1200-1200-675-675-crop-000000.jpg?v=ff15b3aca2,https://letterboxd.com/film/thief/
Lady and the Tramp,N/A,N/A,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady’s home make her decide to travel with him for a while.",https://a.ltrbxd.com/resized/sm/upload/hd/0g/rz/xa/-1200-1200-675-675-crop-000000.jpg?v=9b88aba340,https://letterboxd.com/film/lady-and-the-tramp/
DodgeBall: A True Underdog Story,N/A,N/A,"When megalomaniacal White Goodman, the owner of a trendy, high-end fitness center, makes a move to take over the struggling local gym run by happy-go-lucky Pete La Fleur, there’s only one way for La Fleur to fight back: dodgeball. Aided by a dodgeball guru and Goodman’s attorney, La Fleur and his rag-tag team of underdogs launch a knock-down, drag-out battle in which the winner takes all.",https://a.ltrbxd.com/resized/sm/upload/lz/0z/o0/ib/dodgeball-1200-1200-675-675-crop-000000.jpg?v=fb8ea5f85d,https://letterboxd.com/film/dodgeball-a-true-underdog-story/
Blood Diamond,N/A,N/A,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman’s son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",https://a.ltrbxd.com/resized/sm/upload/wu/yg/hv/40/blood-diamond-1200-1200-675-675-crop-000000.jpg?v=5fd2bbeea3,https://letterboxd.com/film/blood-diamond/
The Assassination of Jesse James by the Coward Robert Ford,N/A,N/A,"Outlaw Jesse James is rumored to be the ‘fastest gun in the West’. An eager recruit into James’ notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",https://a.ltrbxd.com/resized/sm/upload/31/7h/dh/cv/the-assassination-of-jesse-james-by-the-coward-robert-ford-1200-1200-675-675-crop-000000.jpg?v=88e2852a0b,https://letterboxd.com/film/the-assassination-of-jesse-james-by-the-coward-robert-ford/
Life,N/A,N/A,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",https://a.ltrbxd.com/resized/sm/upload/pt/te/gp/yg/life-1200-1200-675-675-crop-000000.jpg?v=2640c89e33,https://letterboxd.com/film/life-2017/
Palo Alto,N/A,N/A,"Shy, sensitive April is the class virgin, torn between an illicit flirtation with her soccer coach Mr. B and an unrequited crush on sweet stoner Teddy. Emily, meanwhile, offers sexual favors to every boy to cross her path — including both Teddy and his best friend Fred, a live wire without filters or boundaries. As one high school party bleeds into the next — and April and Teddy struggle to admit their mutual affection — Fred’s escalating recklessness starts to spiral into chaos. ×",https://a.ltrbxd.com/resized/sm/upload/8m/ce/d0/ed/palo-alto-1200-1200-675-675-crop-000000.jpg?v=33dcfcdec9,https://letterboxd.com/film/palo-alto/
The Town,N/A,N/A,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",https://a.ltrbxd.com/resized/sm/upload/fj/mo/cw/5c/the-town-210-1200-1200-675-675-crop-000000.jpg?v=380e50249d,https://letterboxd.com/film/the-town/
The Age of Adaline,N/A,N/A,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",https://a.ltrbxd.com/resized/sm/upload/z2/du/4g/fb/age-of-adaline-1200-1200-675-675-crop-000000.jpg?v=e8d9978b30,https://letterboxd.com/film/the-age-of-adaline/
The Impossible,N/A,N/A,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",https://a.ltrbxd.com/resized/sm/upload/2j/17/jz/zf/the-impossible-50-1200-1200-675-675-crop-000000.jpg?v=c414af35ae,https://letterboxd.com/film/the-impossible/
Wild Strawberries,N/A,N/A,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor’s own first love.",https://a.ltrbxd.com/resized/sm/upload/8m/kx/61/mm/wild-1200-1200-675-675-crop-000000.jpg?v=f0f7e7e371,https://letterboxd.com/film/wild-strawberries/
Fast & Furious 6,N/A,N/A,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",https://a.ltrbxd.com/resized/sm/upload/ma/7g/fc/rc/fast-furious-6-1200-1200-675-675-crop-000000.jpg?v=ed906cf42c,https://letterboxd.com/film/fast-furious-6/
The Croods,N/A,N/A,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",https://a.ltrbxd.com/resized/sm/upload/ys/v5/54/ql/the-croods-1200-1200-675-675-crop-000000.jpg?v=614bf822e1,https://letterboxd.com/film/the-croods/
Aquaman and the Lost Kingdom,N/A,N/A,"Black Manta seeks revenge on Aquaman for his father’s death. Wielding the Black Trident’s power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",https://a.ltrbxd.com/resized/sm/upload/15/rm/6d/rc/aquaman-1200-1200-675-675-crop-000000.jpg?v=960333343c,https://letterboxd.com/film/aquaman-and-the-lost-kingdom/
Bill & Ted's Excellent Adventure,N/A,N/A,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus’ time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.",https://a.ltrbxd.com/resized/sm/upload/go/ew/vm/7r/bill-teds-excellent-adventure-1200-1200-675-675-crop-000000.jpg?v=0c6c2c01f7,https://letterboxd.com/film/bill-teds-excellent-adventure/
The Muppet Christmas Carol,N/A,N/A,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",https://a.ltrbxd.com/resized/sm/upload/ey/jm/nz/0z/muppet-christmas-carol-1200-1200-675-675-crop-000000.jpg?v=ecfe6522fd,https://letterboxd.com/film/the-muppet-christmas-carol/
She's All That,N/A,N/A,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs – and help her to become the school’s next prom queen.",https://a.ltrbxd.com/resized/sm/upload/xu/j5/my/2y/shes-all-that-1200-1200-675-675-crop-000000.jpg?v=6db06cf766,https://letterboxd.com/film/shes-all-that/
American Gangster,N/A,N/A,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.",https://a.ltrbxd.com/resized/sm/upload/5m/9w/dk/92/american-gangster-1200-1200-675-675-crop-000000.jpg?v=b29e23cb8e,https://letterboxd.com/film/american-gangster/
Lincoln,N/A,N/A,"The revealing story of the 16th US President’s tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",https://a.ltrbxd.com/resized/sm/upload/be/2a/jc/1u/lincoln-1200-1200-675-675-crop-000000.jpg?v=23cac630c0,https://letterboxd.com/film/lincoln/
Hellboy,N/A,N/A,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before they summon a baby demon who is rescued by Allied forces and dubbed “Hellboy”. Sixty years later, Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense, along with Abe Sapien - a merman with psychic powers, and Liz Sherman - a woman with pyrokinesis, protecting America against dark forces. ×",https://a.ltrbxd.com/resized/sm/upload/vu/k7/so/qp/hellboy-30-1200-1200-675-675-crop-000000.jpg?v=2e939601dd,https://letterboxd.com/film/hellboy/
Close-Up,N/A,N/A,"This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.",https://a.ltrbxd.com/resized/sm/upload/q7/9h/3o/qp/close-1200-1200-675-675-crop-000000.jpg?v=88979ea3fe,https://letterboxd.com/film/close-up/
My Best Friend's Wedding,N/A,N/A,"When she receives word that her longtime platonic pal Michael O’Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael – and sets out to sabotage the wedding.",https://a.ltrbxd.com/resized/sm/upload/pf/d3/c0/ul/my%20best%20friends-1200-1200-675-675-crop-000000.jpg?v=8e1f322946,https://letterboxd.com/film/my-best-friends-wedding/
Horrible Bosses,N/A,N/A,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers… permanently.",https://a.ltrbxd.com/resized/sm/upload/06/hh/je/vy/horrible-bosses-1200-1200-675-675-crop-000000.jpg?v=44d796dba1,https://letterboxd.com/film/horrible-bosses/
Mortal Kombat,N/A,N/A,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung’s best warrior, Sub-Zero, seeks out and trains with Earth’s greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",https://a.ltrbxd.com/resized/sm/upload/68/mk/hi/ae/mortal-kombat-2021-1200-1200-675-675-crop-000000.jpg?v=fea65123d4,https://letterboxd.com/film/mortal-kombat-2021/
The Equalizer,N/A,N/A,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer. ×",https://a.ltrbxd.com/resized/sm/upload/wb/5b/r2/wg/the-equalizer-1200-1200-675-675-crop-000000.jpg?v=d45291f7c3,https://letterboxd.com/film/the-equalizer/
City Lights,N/A,N/A,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl.,https://a.ltrbxd.com/resized/sm/upload/m1/nc/nt/ef/city-lights-1200-1200-675-675-crop-000000.jpg?v=daa3c1419f,https://letterboxd.com/film/city-lights/
Extraction,N/A,N/A,"Tyler Rake, a fearless mercenary who offers his services on the black market, embarks on a dangerous mission when he is hired to rescue the kidnapped son of a Mumbai crime lord…",https://a.ltrbxd.com/resized/sm/upload/23/fy/l1/io/extraction-2020-1200-1200-675-675-crop-000000.jpg?v=4a480d6575,https://letterboxd.com/film/extraction-2020/
Planet of the Apes,N/A,N/A,"Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",https://a.ltrbxd.com/resized/sm/upload/a6/1m/bo/r6/planet-of-the-apes-1200-1200-675-675-crop-000000.jpg?v=449acd3065,https://letterboxd.com/film/planet-of-the-apes/
My Life as a Zucchini,N/A,N/A,"After his mother’s death, Zucchini is befriended by a kind police officer, Raymond, who accompanies him to his new foster home filled with other orphans his age. There, with the help of his newfound friends, Zucchini eventually learns to trust and love as he searches for a new family of his own.",https://a.ltrbxd.com/resized/sm/upload/97/hm/3x/st/my-life-as-a-courgette-1200-1200-675-675-crop-000000.jpg?v=e6b826b28f,https://letterboxd.com/film/my-life-as-a-zucchini/
Rye Lane,N/A,N/A,"Two twenty-somethings, both reeling from bad break-ups, connect over the course of an eventful day in South London – helping each other deal with their nightmare exes, and potentially restoring their faith in romance.",https://a.ltrbxd.com/resized/sm/upload/82/hx/9r/sy/te44hmcKd8xDt6gQcSo62tZR2fC-1200-1200-675-675-crop-000000.jpg?v=8d5753ec55,https://letterboxd.com/film/rye-lane/
Twin Peaks: The Return,N/A,N/A,Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,https://a.ltrbxd.com/resized/sm/upload/je/hp/1g/rb/twin-peaks-the-return-1200-1200-675-675-crop-000000.jpg?v=78d13897ff,https://letterboxd.com/film/twin-peaks-the-return/
The Third Man,N/A,N/A,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a “third man” present at the time of Harry’s death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry’s grief-stricken lover, Anna.",https://a.ltrbxd.com/resized/sm/upload/sn/qg/8d/0b/the-third-man-1200-1200-675-675-crop-000000.jpg?v=52dac712e8,https://letterboxd.com/film/the-third-man/
Inland Empire,N/A,N/A,An actress’s perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,https://a.ltrbxd.com/resized/sm/upload/ym/uu/vo/23/inland-empire-1200-1200-675-675-crop-000000.jpg?v=110ca7d11b,https://letterboxd.com/film/inland-empire/
First Blood,N/A,N/A,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",https://a.ltrbxd.com/resized/sm/upload/cb/4h/oq/7v/first-blood-1200-1200-675-675-crop-000000.jpg?v=f00818c735,https://letterboxd.com/film/first-blood/
The Fighter,N/A,N/A,"Boxer “Irish” Micky Ward’s unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO’d by drugs and crime.",https://a.ltrbxd.com/resized/sm/upload/b6/n6/8s/an/the-fighter-1200-1200-675-675-crop-000000.jpg?v=86c60f4fdd,https://letterboxd.com/film/the-fighter-2010/
Clerks,N/A,N/A,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",https://a.ltrbxd.com/resized/sm/upload/pn/20/rm/5e/clerks-1200-1200-675-675-crop-000000.jpg?v=394cf4d8f9,https://letterboxd.com/film/clerks/
Jerry Maguire,N/A,N/A,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he’s really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",https://a.ltrbxd.com/resized/sm/upload/jv/4a/f6/k1/DA27C6F8-DCD0-4B94-AE66-687F7D0A939C-1200-1200-675-675-crop-000000.jpg?v=e71d1dd36a,https://letterboxd.com/film/jerry-maguire/
Bring It On,N/A,N/A,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that’s sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros’ road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",https://a.ltrbxd.com/resized/sm/upload/8n/lj/um/jy/bring-it-on-1200-1200-675-675-crop-000000.jpg?v=b1d4aea31e,https://letterboxd.com/film/bring-it-on/
